"OTU"	"Size"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"CONTROL5"	"CONTROL6"	"CONTROL7"	"CONTROL8"	"CONTROL9"	"GOS5"	"GOS6"	"GOS7"	"GOS8"	"CONTROL"	"GOS"	"TOTAL"
"Otu047"	"Otu047"	454	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Blautia"	0.791863421721758	0.0593019315486276	1.59042465978029	0.235763511062749	0.273686954255181	0.809582817017761	0.472076244767079	0.220432386604493	0.829646017699115	0.550663248244343	0.534290065302119	0.54307519318644
"Otu048"	"Otu048"	424	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	0.239738467126771	0.0169434090138936	0.229545827184784	0.145085237577077	1.82457969503454	1.39611730689798	0.347376859356907	0.076303518440017	0.276548672566372	0.439192955077472	0.585912293833725	0.507189167204957
"Otu049"	"Otu049"	418	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	0.341445695604795	0.686208065062691	0.0655845220527955	0.0906782734856728	1.69425257396064	0.413052457662123	0.881802796829073	0	0.0276548672566372	0.595251365511091	0.387166713987043	0.498815761142611
"Otu050"	"Otu050"	416	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Intestinimonas"	1.09698510715583	0.118603863097255	0.59026069847516	0.507798331519768	0.28671966636257	0.652622883106154	0.62349692705086	0.00847816871555744	0.414823008849558	0.559580871697693	0.425883385385747	0.497619560276562
"Otu051"	"Otu051"	386	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonadaceae_unclassified"	0.421358517980385	0	0.131169044105591	2.82916213275299	0.390981363221686	0.0495662949194548	0.659125322882337	0	1.49336283185841	0.56181027756103	0.345868931161758	0.461733534295079
"Otu052"	"Otu052"	383	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	0.0726480203414457	0.482887156895967	0.0655845220527955	0.0906782734856728	0.182457969503454	0.0165220983064849	0.062349692705086	2.39932174650276	0.0276548672566372	0.200646527700368	0.756265647988024	0.458144931696931
"Otu053"	"Otu053"	378	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_unclassified"	"Bacteroidales_unclassified"	0.370504903741373	0.118603863097255	0.14756517461879	0.108813928182807	0.29975237846996	0.594795539033457	1.54092811971141	0.211954217888936	0.138274336283186	0.229628803923754	0.709805642309579	0.452163927366683
"Otu054"	"Otu054"	373	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonadaceae_unclassified"	2.05593897566291	0.0254151135208404	0.393507132316773	0.525933986216902	0.404014075329076	0	0	0.00847816871555744	0.0276548672566372	0.824880169434846	0.00516222285316057	0.444986722170387
"Otu055"	"Otu055"	372	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	0.116236832546313	0.482887156895967	0.393507132316773	0.888647080159594	0.964420695946827	0.0165220983064849	0.106885187494433	1.01738024586689	0.331858407079646	0.490469289934232	0.376842268280722	0.43780951697409
"Otu056"	"Otu056"	368	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Dorea"	0.0581184162731566	0.482887156895967	0.278734218724381	0.725426187885383	0.990486120161606	0.247831474597274	0.76601051037677	0.33064857990674	0.331858407079646	0.441422360940809	0.431045608238908	0.436613316108041
