"OTU"	"Size"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"CONTROL14"	"CONTROL15"	"CONTROL16"	"CONTROL17"	"CONTROL18"	"GOS13"	"GOS14"	"GOS15"	"GOS16"	"GOS17"	"CONTROL"	"GOS"	"TOTAL"
"Otu065"	"Otu065"	189	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	0	0.0664893617021277	0.0572956455309397	0.742268041237113	0.341081354219303	0	0	0.401843753693417	1.04373100805919	0.0215842866393266	0.197093527448559	0.452974132792943	0.161051070141979
"Otu066"	"Otu066"	188	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Acidaminococcaceae"	"Succiniclasticum"	0	0	0	3.87628865979381	0	0	0	0	0	0	0.494047775471053	0	0.39838948929858
"Otu067"	"Otu067"	186	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	0.0460475825019186	0	0	0.309278350515464	0	0.367068694284216	0.269541778975741	0.212740810778868	0.435988902100674	2.20159723721131	0.0473024465876541	0.66356736996861	0.283958465776648
"Otu068"	"Otu068"	172	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidales_unclassified"	"Bacteroidales_unclassified"	0.0460475825019186	0.00738770685579196	0.229182582123759	0.0618556701030928	0.555836280949975	0.734137388568432	0.462071621101271	0.780049639522515	0.184964988769983	0.0647528599179797	0.165558563056789	0.433106846266937	0.194956558592922
"Otu069"	"Otu069"	169	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Romboutsia"	0.0306983883346124	0	0.190985485103132	0.474226804123711	1.42748863062153	0.157315154693235	0.462071621101271	0.0118189339321593	0	0.107921433196633	0.388931227498489	0.0834426034092264	0.356007628734901
"Otu070"	"Otu070"	165	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillibacter"	0.69071373752878	0.524527186761229	0.0954927425515661	0.0618556701030928	0.467407781707933	0	0.0385059684251059	0	0.0396353547364249	0	0.423094105589572	0.015893829220805	0.343293070565798
"Otu071"	"Otu071"	162	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Ruminococcaceae_unclassified"	0	0	0.0190985485103132	0.391752577319588	0.78322385042951	0	0.0770119368502118	0	1.01730743823491	0.0215842866393266	0.215488923343757	0.3178765844161	0.180122907395635
"Otu072"	"Otu072"	159	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	0.844205679201842	0.406323877068558	0.305576776165011	0.185567010309278	0.303183425972713	0	0	0	0	0	0.417838278190944	0	0.336935791481246
"Otu073"	"Otu073"	152	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Butyricimonas"	0	0.0812647754137116	0.343773873185638	0.164948453608247	1.26326427488631	0.10487676979549	0.462071621101271	0	0.0132117849121416	0	0.360024176806034	0.0596018595780188	0.319983047255775
"Otu074"	"Otu074"	150	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Butyricicoccus"	0.0613967766692249	0	0.0190985485103132	0	0.0505305709954523	0	0.115517905275318	0.295473348303983	0.528471396485665	1.57565292467084	0.023651223293827	0.560257480033377	0.180122907395635
"Otu075"	"Otu075"	146	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Butyricicoccus"	0.291634689178818	0.871749408983452	0.0572956455309397	0	0	0.157315154693235	0.0385059684251059	0	0.0264235698242833	0	0.367907917903976	0.0238407438312075	0.305149396058487
"Otu076"	"Otu076"	139	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Butyricicoccus"	0.506523407521105	0.620567375886525	0.114591291061879	0.0412371134020619	0.151591712986357	0	0.0770119368502118	0	0	0	0.360024176806034	0.00794691461040251	0.294553930917567
"Otu077"	"Otu077"	133	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerostipes"	0.0153491941673062	0	0.0381970970206264	0	1.61697827185447	0	0	0	0.0132117849121416	0.0215842866393266	0.344256694610149	0.00794691461040251	0.27972027972028
"Otu078"	"Otu078"	131	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Parabacteroides"	0.107444359171144	0.0591016548463357	0.572956455309397	0	0.277918140474987	0.786575773466177	1.57874470542934	0	0.0792707094728498	0.0431685732786531	0.176070217854046	0.25430126753288	0.264886628522992
