Group	VAC	VHC	VWC	CAC	CDC	CWC	VCRC	VAG	VHG	VWG	CAG	CDG	CWG	VCRG
Trial4	25531.7343	294.51953	105.568022	11379.53508	282.558355	45.507975	1.042331698	39843.52655	357.126744	105.546672	15251.32613	249.003785	48.726816	1.43422215
Trial4	21708.13373	242.982549	112.983399	6596.767725	214.665442	31.024531	1.131912742	64854.30861	314.913916	207.709581	13379.74528	275.691481	39.25778	1.142269304
Trial4	18016.66624	241.191803	91.458128	9015.229584	255.345711	43.948873	0.944569627	38903.30865	275.241395	171.232231	17480.65946	233.775012	82.184414	1.177377311
Trial4	15552.63827	203.09829	87.78851	10518.42443	275.653336	48.49339	0.736788798	49907.10457	333.93224	161.24592	10841.83751	235.918483	44.220313	1.415456033
Trial4	16106.28773	142.389245	126.008453	10975.86566	299.39244	38.458323	0.47559399	47309.72932	252.833137	211.826694	14334.63026	251.10904	47.302521	1.00686593
Trial4	21313.91824	214.901546	104.249472	9420.598515	197.333735	60.082552	1.089025888	49209.09856	318.740717	149.637103	6408.454986	127.120452	52.346763	2.507391313
Trial4	18268.30958	242.605513	78.453079	11840.41447	302.624026	34.7476	0.801673007	44202.16156	315.838391	126.100222	15344.93638	320.017645	56.915698	0.986940551
Trial4	34673.36533	296.827391	136.842992	19261.83881	304.58198	70.358598	0.974540224	40436.86785	270.166149	143.840534	17609.57513	335.712892	50.248332	0.804753572
Trial4	16791.99648	137.688884	130.625158	8823.783987	239.072522	42.730301	0.575929358	56840.03857	412.085606	154.403912	26641.42913	370.032333	77.026424	1.113647563
Trial4	11772.33714	126.492513	107.299582	9388.290055	206.574357	53.356162	0.612334052	42512.94202	343.204295	138.910822	12257.08564	265.029779	58.178762	1.294965027
Trial4	37657.97512	224.729576	210.654757	19958.8859	330.374281	68.017778	0.680227212	92260.41996	565.942048	174.165171	21375.12494	361.664059	66.483375	1.564828005
Trial4	39767.04194	197.670033	233.599447	19715.85104	332.57616	64.151246	0.5943602	43733.27095	314.378676	134.323881	23024.74714	365.293533	64.667575	0.860619331
